STUDY,ACTION_LABEL,LOG_HRS,STUDY_HRS
37241,Quality-checks,1.0,405.5
37241,Quality-checks,7.0,405.5
37241,Documentation,8.0,405.5
37241,Quality-checks,8.0,405.5
37241,Non-curation,2.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Non-curation,8.0,405.5
37241,Quality-checks,8.0,405.5
37241,Quality-checks,5.5,405.5
37241,Quality-checks,3.0,405.5
37241,Quality-checks,4.0,405.5
37241,Quality-checks,3.0,405.5
37241,Initial-review-and-planning,4.0,405.5
37241,Quality-checks,8.0,405.5
37241,Documentation,4.0,405.5
37241,Quality-checks,4.0,405.5
37241,Quality-checks,8.0,405.5
37241,Quality-checks,6.0,405.5
37241,Transformation-of-data,8.0,405.5
37241,Metadata-study-level,4.0,405.5
37241,Transformation-of-data,1.0,405.5
37241,Quality-checks,6.0,405.5
37241,Non-curation,4.0,405.5
37241,Quality-checks,3.0,405.5
37241,Transformation-of-data,6.0,405.5
37241,Non-curation,2.0,405.5
37241,Quality-checks,1.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Documentation,3.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Transformation-of-data,8.0,405.5
37241,Quality-checks,4.0,405.5
37241,Quality-checks,8.0,405.5
37241,Initial-review-and-planning,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Metadata-study-level,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Quality-checks,1.0,405.5
37241,Communication-for-study,8.0,405.5
37241,Documentation,5.0,405.5
37241,Initial-review-and-planning,8.0,405.5
37241,Non-curation,8.0,405.5
37241,Quality-checks,1.0,405.5
37241,Initial-review-and-planning,8.0,405.5
37241,Initial-review-and-planning,8.0,405.5
37241,Quality-checks,4.0,405.5
37241,Documentation,4.0,405.5
37241,Documentation,8.0,405.5
37241,Quality-checks,8.0,405.5
37241,Quality-checks,0.5,405.5
37241,Quality-checks,8.0,405.5
37241,Non-curation,2.0,405.5
37242,Initial-review-and-planning,5.0,92.0
37242,Documentation,8.0,92.0
37242,Initial-review-and-planning,5.0,92.0
37242,Transformation-of-data,7.5,92.0
37242,Documentation,3.0,92.0
37242,Initial-review-and-planning,3.0,92.0
37242,Metadata-study-level,2.0,92.0
37242,Other,2.0,92.0
37242,Communication-for-study,3.0,92.0
37242,Initial-review-and-planning,1.0,92.0
37242,Communication-for-study,4.0,92.0
37242,Non-curation,1.5,92.0
37242,Metadata-study-level,2.0,92.0
37242,Initial-review-and-planning,1.5,92.0
37242,Other,2.0,92.0
37242,Initial-review-and-planning,4.0,92.0
37242,Communication-for-study,3.0,92.0
37242,Documentation,0.5,92.0
37242,Documentation,4.0,92.0
37242,Quality-checks,2.0,92.0
37242,Initial-review-and-planning,1.5,92.0
37242,Initial-review-and-planning,4.0,92.0
37242,Transformation-of-data,2.0,92.0
37242,Initial-review-and-planning,1.0,92.0
37242,Metadata-study-level,5.0,92.0
37242,Documentation,2.0,92.0
37242,Quality-checks,3.0,92.0
37242,Other,2.0,92.0
37242,Other,2.0,92.0
37242,Quality-checks,4.0,92.0
37242,Documentation,1.5,92.0
37250,Quality-checks,8.0,82.0
37250,Transformation-of-data,8.0,82.0
37250,Quality-checks,2.0,82.0
37250,Transformation-of-data,8.0,82.0
37250,Quality-checks,2.5,82.0
37250,Initial-review-and-planning,4.0,82.0
37250,Transformation-of-data,7.0,82.0
37250,Initial-review-and-planning,8.0,82.0
37250,Quality-checks,2.0,82.0
37250,Quality-checks,5.5,82.0
37250,Quality-checks,8.0,82.0
37250,Transformation-of-data,5.0,82.0
37250,Quality-checks,4.0,82.0
37250,Quality-checks,2.0,82.0
37250,Initial-review-and-planning,2.0,82.0
37250,Initial-review-and-planning,2.0,82.0
37250,Quality-checks,2.0,82.0
37250,Transformation-of-data,2.0,82.0
37254,Documentation,5.0,47.5
37254,Metadata-study-level,1.5,47.5
37254,Initial-review-and-planning,0.5,47.5
37254,Other,3.0,47.5
37254,Transformation-of-data,2.5,47.5
37254,Transformation-of-data,0.5,47.5
37254,Quality-checks,1.0,47.5
37254,Metadata-study-level,0.5,47.5
37254,Communication-for-study,0.5,47.5
37254,Quality-checks,1.5,47.5
37254,Quality-checks,1.5,47.5
37254,Other,3.5,47.5
37254,Quality-checks,1.0,47.5
37254,Transformation-of-data,4.0,47.5
37254,Quality-checks,2.5,47.5
37254,Quality-checks,1.0,47.5
37254,Transformation-of-data,1.0,47.5
37254,Transformation-of-data,7.0,47.5
37254,Documentation,0.5,47.5
37254,Transformation-of-data,8.0,47.5
37254,Transformation-of-data,1.0,47.5
37255,Quality-checks,8.0,119.5
37255,Transformation-of-data,,119.5
37255,Non-curation,3.0,119.5
37255,Transformation-of-data,,119.5
37255,Initial-review-and-planning,3.0,119.5
37255,Transformation-of-data,3.5,119.5
37255,Transformation-of-data,,119.5
37255,Initial-review-and-planning,1.5,119.5
37255,Transformation-of-data,8.0,119.5
37255,Quality-checks,1.0,119.5
37255,Initial-review-and-planning,,119.5
37255,Transformation-of-data,2.5,119.5
37255,Initial-review-and-planning,3.0,119.5
37255,Quality-checks,1.0,119.5
37255,Quality-checks,8.5,119.5
37255,Quality-checks,6.0,119.5
37255,Transformation-of-data,,119.5
37255,Metadata-study-level,0.5,119.5
37255,Quality-checks,5.0,119.5
37255,Initial-review-and-planning,,119.5
37255,Transformation-of-data,2.0,119.5
37255,Initial-review-and-planning,3.0,119.5
37255,Quality-checks,2.0,119.5
37255,Transformation-of-data,6.5,119.5
37255,Transformation-of-data,2.5,119.5
37255,Quality-checks,,119.5
37255,Documentation,,119.5
37255,Quality-checks,8.5,119.5
37256,Transformation-of-data,,49.0
37256,Non-curation,2.0,49.0
37256,Metadata-study-level,2.5,49.0
37256,Non-curation,,49.0
37256,Metadata-study-level,,49.0
37256,Quality-checks,,49.0
37256,Initial-review-and-planning,1.5,49.0
37256,Communication-for-study,,49.0
37256,Initial-review-and-planning,,49.0
37256,Transformation-of-data,5.0,49.0
37256,Other,0.5,49.0
37256,Documentation,2.0,49.0
37256,Quality-checks,3.0,49.0
37256,Quality-checks,,49.0
37256,Transformation-of-data,1.0,49.0
37256,Quality-checks,3.0,49.0
37256,Non-curation,,49.0
37256,Documentation,1.0,49.0
37259,Non-curation,2.0,93.0
37259,Quality-checks,6.5,93.0
37259,Quality-checks,,93.0
37259,Initial-review-and-planning,8.0,93.0
37259,Metadata-study-level,2.0,93.0
37259,Metadata-study-level,,93.0
37259,Other,,93.0
37259,Documentation,8.0,93.0
37259,Initial-review-and-planning,2.0,93.0
37259,Non-curation,2.0,93.0
37259,Quality-checks,2.5,93.0
37259,Non-curation,2.0,93.0
37259,Transformation-of-data,8.0,93.0
37259,Documentation,1.0,93.0
37259,Non-curation,,93.0
37259,Quality-checks,1.0,93.0
37259,Initial-review-and-planning,2.0,93.0
37259,Other,4.5,93.0
37259,Non-curation,4.0,93.0
37259,Non-curation,1.5,93.0
37259,Quality-checks,,93.0
37259,Documentation,2.0,93.0
37259,Transformation-of-data,2.0,93.0
37259,Documentation,2.0,93.0
37259,Non-curation,2.0,93.0
37259,Non-curation,,93.0
37259,Communication-for-study,,93.0
37259,Non-curation,2.0,93.0
37259,Documentation,2.0,93.0
37259,Initial-review-and-planning,8.0,93.0
37259,Metadata-study-level,2.0,93.0
37262,Quality-checks,1.0,140.0
37262,Other,6.0,140.0
37262,Documentation,3.0,140.0
37262,Quality-checks,3.0,140.0
37262,Quality-checks,0.5,140.0
37262,Quality-checks,0.5,140.0
37262,Initial-review-and-planning,8.0,140.0
37262,Metadata-study-level,1.0,140.0
37262,Documentation,2.0,140.0
37262,Initial-review-and-planning,2.5,140.0
37262,Quality-checks,6.0,140.0
37262,Transformation-of-data,8.0,140.0
37262,Quality-checks,8.0,140.0
37262,Initial-review-and-planning,3.0,140.0
37262,Initial-review-and-planning,2.0,140.0
37262,Metadata-study-level,8.0,140.0
37262,Transformation-of-data,8.0,140.0
37262,Quality-checks,2.5,140.0
37262,Documentation,2.0,140.0
37262,Quality-checks,2.0,140.0
37262,Documentation,2.0,140.0
37262,Documentation,5.0,140.0
37262,Quality-checks,1.0,140.0
37262,Quality-checks,1.0,140.0
37262,Quality-checks,3.0,140.0
37262,Quality-checks,2.0,140.0
37262,Documentation,1.0,140.0
37262,Transformation-of-data,3.0,140.0
37262,Documentation,6.5,140.0
37262,Transformation-of-data,4.0,140.0
37262,Quality-checks,4.0,140.0
37262,Quality-checks,6.0,140.0
37262,Initial-review-and-planning,3.5,140.0
37262,Quality-checks,1.0,140.0
37262,Transformation-of-data,2.5,140.0
37262,Quality-checks,5.0,140.0
37262,Quality-checks,8.5,140.0
37262,Other,4.0,140.0
37263,Quality-checks,3.0,39.5
37263,Initial-review-and-planning,2.0,39.5
37263,Quality-checks,1.0,39.5
37263,Metadata-study-level,4.0,39.5
37263,Quality-checks,0.5,39.5
37263,Other,0.5,39.5
37263,Quality-checks,0.5,39.5
37263,Initial-review-and-planning,6.0,39.5
37263,Metadata-study-level,4.0,39.5
37263,Communication-for-study,1.0,39.5
37263,Non-curation,8.0,39.5
37263,Initial-review-and-planning,2.0,39.5
37263,Quality-checks,3.0,39.5
37264,Transformation-of-data,4.0,96.5
37264,Quality-checks,2.0,30.0
37264,Quality-checks,1.0,96.5
37264,Initial-review-and-planning,4.5,96.5
37264,Transformation-of-data,8.0,96.5
37264,Quality-checks,7.5,96.5
37264,Quality-checks,5.0,96.5
37264,Quality-checks,2.5,30.0
37264,Quality-checks,0.5,96.5
37264,Non-curation,0.5,30.0
37264,Initial-review-and-planning,1.0,96.5
37264,Initial-review-and-planning,6.0,96.5
37264,Quality-checks,3.0,30.0
37264,Other,0.5,96.5
37264,Initial-review-and-planning,3.5,30.0
37264,Quality-checks,5.5,96.5
37264,Initial-review-and-planning,,30.0
37264,Transformation-of-data,3.0,96.5
37264,Quality-checks,4.0,96.5
37264,Quality-checks,,30.0
37264,Non-curation,3.0,96.5
37264,Quality-checks,4.0,96.5
37264,Quality-checks,0.5,30.0
37264,Quality-checks,2.0,96.5
37264,Transformation-of-data,5.5,96.5
37264,Initial-review-and-planning,1.0,96.5
37264,Transformation-of-data,8.0,96.5
37264,Initial-review-and-planning,1.5,30.0
37264,Quality-checks,,30.0
37264,Quality-checks,0.5,30.0
37264,Quality-checks,2.5,30.0
37264,Quality-checks,4.0,96.5
37264,Documentation,3.0,30.0
37264,Initial-review-and-planning,8.5,30.0
37264,Other,4.0,96.5
37264,Quality-checks,1.0,96.5
37264,Initial-review-and-planning,6.0,96.5
37264,Transformation-of-data,7.5,96.5
37265,Non-curation,,55.0
37265,Documentation,2.0,55.0
37265,Quality-checks,1.0,55.0
37265,Initial-review-and-planning,2.0,55.0
37265,Other,,55.0
37265,Quality-checks,1.5,55.0
37265,Non-curation,,55.0
37265,Transformation-of-data,6.0,55.0
37265,Metadata-study-level,2.0,55.0
37265,Transformation-of-data,,55.0
37265,Metadata-study-level,2.0,55.0
37265,Documentation,1.0,55.0
37265,Non-curation,2.0,55.0
37265,Non-curation,2.0,55.0
37265,Non-curation,1.5,55.0
37265,Documentation,1.0,55.0
37265,Non-curation,1.0,55.0
37265,Metadata-study-level,,55.0
37265,Transformation-of-data,2.0,55.0
37265,Quality-checks,0.5,55.0
37265,Quality-checks,,55.0
37265,Quality-checks,,55.0
37265,Non-curation,2.0,55.0
37265,Non-curation,2.0,55.0
37265,Non-curation,2.0,55.0
37265,Communication-for-study,1.0,55.0
37265,Initial-review-and-planning,8.0,55.0
37265,Quality-checks,1.5,55.0
37266,Non-curation,2.0,43.5
37266,Quality-checks,0.5,43.5
37266,Non-curation,2.0,43.5
37266,Non-curation,1.0,43.5
37266,Documentation,0.5,43.5
37266,Quality-checks,1.5,43.5
37266,Initial-review-and-planning,2.0,43.5
37266,Quality-checks,,43.5
37266,Transformation-of-data,1.5,43.5
37266,Documentation,,43.5
37266,Documentation,2.0,43.5
37266,Metadata-study-level,2.0,43.5
37266,Metadata-study-level,,43.5
37266,Non-curation,2.0,43.5
37266,Metadata-study-level,2.0,43.5
37266,Non-curation,,43.5
37266,Transformation-of-data,5.0,43.5
37266,Quality-checks,1.0,43.5
37266,Non-curation,1.5,43.5
37266,Transformation-of-data,2.0,43.5
37266,Documentation,2.0,43.5
37266,Non-curation,,43.5
37266,Other,,43.5
37266,Communication-for-study,1.0,43.5
37266,Non-curation,2.0,43.5
37267,Non-curation,2.0,48.5
37267,Non-curation,2.0,48.5
37267,Documentation,0.5,48.5
37267,Documentation,,48.5
37267,Metadata-study-level,2.0,48.5
37267,Non-curation,3.0,48.5
37267,Transformation-of-data,2.0,48.5
37267,Transformation-of-data,2.0,48.5
37267,Metadata-study-level,,48.5
37267,Quality-checks,1.5,48.5
37267,Non-curation,,48.5
37267,Documentation,2.0,48.5
37267,Documentation,2.5,48.5
37267,Quality-checks,,48.5
37267,Non-curation,2.0,48.5
37267,Communication-for-study,1.0,48.5
37267,Non-curation,1.5,48.5
37267,Quality-checks,1.0,48.5
37267,Metadata-study-level,2.0,48.5
37267,Non-curation,,48.5
37267,Non-curation,1.0,48.5
37267,Non-curation,2.0,48.5
37267,Transformation-of-data,3.0,48.5
37267,Quality-checks,0.5,48.5
37267,Other,,48.5
37267,Initial-review-and-planning,2.0,48.5
37267,Non-curation,2.0,48.5
37269,Communication-for-study,2.0,46.0
37269,Other,2.0,46.0
37269,Quality-checks,1.0,46.0
37269,Initial-review-and-planning,2.0,46.0
37269,Communication-for-study,1.0,46.0
37269,Metadata-study-level,2.0,46.0
37269,Transformation-of-data,1.5,46.0
37269,Transformation-of-data,1.0,46.0
37269,Other,2.0,46.0
37269,Initial-review-and-planning,1.5,46.0
37269,Quality-checks,2.0,46.0
37269,Documentation,2.0,46.0
37269,Quality-checks,1.0,46.0
37269,Documentation,4.0,46.0
37269,Quality-checks,3.0,46.0
37269,Metadata-study-level,2.0,46.0
37269,Metadata-study-level,2.0,46.0
37269,Other,2.0,46.0
37269,Initial-review-and-planning,2.0,46.0
37269,Communication-for-study,2.0,46.0
37269,Quality-checks,2.0,46.0
37269,Other,2.0,46.0
37269,Documentation,2.0,46.0
37269,Transformation-of-data,2.0,46.0
37270,Transformation-of-data,1.0,39.0
37270,Initial-review-and-planning,2.0,39.0
37270,Initial-review-and-planning,1.5,39.0
37270,Transformation-of-data,1.0,39.0
37270,Other,0.5,39.0
37270,Other,2.0,39.0
37270,Transformation-of-data,2.0,39.0
37270,Quality-checks,2.0,39.0
37270,Other,2.0,39.0
37270,Quality-checks,1.0,39.0
37270,Other,2.0,39.0
37270,Communication-for-study,2.0,39.0
37270,Metadata-study-level,2.0,39.0
37270,Quality-checks,0.5,39.0
37270,Metadata-study-level,1.5,39.0
37270,Quality-checks,2.0,39.0
37270,Transformation-of-data,1.0,39.0
37270,Communication-for-study,2.0,39.0
37270,Metadata-study-level,2.0,39.0
37270,Communication-for-study,1.0,39.0
37270,Initial-review-and-planning,1.0,39.0
37270,Initial-review-and-planning,2.0,39.0
37270,Documentation,2.0,39.0
37270,Other,2.0,39.0
37271,Metadata-study-level,2.0,39.5
37271,Initial-review-and-planning,2.0,39.5
37271,Communication-for-study,2.0,39.5
37271,Initial-review-and-planning,1.5,39.5
37271,Quality-checks,2.0,39.5
37271,Other,2.0,39.5
37271,Quality-checks,1.0,39.5
37271,Documentation,2.0,39.5
37271,Other,2.0,39.5
37271,Transformation-of-data,0.5,39.5
37271,Quality-checks,2.0,39.5
37271,Quality-checks,2.0,39.5
37271,Communication-for-study,2.0,39.5
37271,Metadata-study-level,2.0,39.5
37271,Quality-checks,3.0,39.5
37271,Metadata-study-level,2.0,39.5
37271,Quality-checks,1.5,39.5
37271,Transformation-of-data,2.0,39.5
37271,Communication-for-study,1.0,39.5
37271,Other,2.0,39.5
37271,Other,2.0,39.5
37271,Transformation-of-data,1.0,39.5
37272,Communication-for-study,1.0,31.0
37272,Communication-for-study,2.0,31.0
37272,Initial-review-and-planning,2.0,31.0
37272,Initial-review-and-planning,2.0,31.0
37272,Quality-checks,1.0,31.0
37272,Initial-review-and-planning,1.5,31.0
37272,Transformation-of-data,1.0,31.0
37272,Transformation-of-data,2.0,31.0
37272,Communication-for-study,2.0,31.0
37272,Documentation,2.0,31.0
37272,Communication-for-study,3.0,31.0
37272,Quality-checks,2.0,31.0
37272,Quality-checks,4.0,31.0
37272,Non-curation,4.0,31.0
37272,Quality-checks,1.5,31.0
37273,Transformation-of-data,8.0,303.5
37273,Non-curation,8.0,303.5
37273,Non-curation,8.0,303.5
37273,Transformation-of-data,5.0,303.5
37273,Transformation-of-data,3.5,303.5
37273,Quality-checks,1.0,42.5
37273,Quality-checks,8.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Quality-checks,2.5,303.5
37273,Documentation,7.0,42.5
37273,Transformation-of-data,2.0,303.5
37273,Non-curation,8.0,303.5
37273,Non-curation,5.5,42.5
37273,Non-curation,5.5,303.5
37273,Transformation-of-data,7.5,303.5
37273,Initial-review-and-planning,4.5,303.5
37273,Transformation-of-data,7.0,303.5
37273,Quality-checks,10.0,303.5
37273,Non-curation,8.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Non-curation,8.0,42.5
37273,Transformation-of-data,8.0,303.5
37273,Non-curation,8.0,303.5
37273,Quality-checks,1.5,42.5
37273,Initial-review-and-planning,1.5,303.5
37273,Transformation-of-data,8.0,303.5
37273,Quality-checks,0.5,303.5
37273,Initial-review-and-planning,0.5,303.5
37273,Quality-checks,1.5,303.5
37273,Non-curation,7.5,303.5
37273,Non-curation,8.0,303.5
37273,Initial-review-and-planning,8.0,303.5
37273,Quality-checks,1.0,42.5
37273,Quality-checks,1.5,42.5
37273,Communication-for-study,3.0,42.5
37273,Non-curation,1.0,303.5
37273,Transformation-of-data,4.0,42.5
37273,Non-curation,8.0,303.5
37273,Quality-checks,5.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Transformation-of-data,6.5,303.5
37273,Initial-review-and-planning,0.5,303.5
37273,Initial-review-and-planning,1.0,303.5
37273,Quality-checks,8.0,303.5
37273,Transformation-of-data,7.5,303.5
37273,Quality-checks,6.5,303.5
37273,Quality-checks,0.5,42.5
37273,Quality-checks,2.5,303.5
37273,Transformation-of-data,8.0,303.5
37273,Non-curation,8.0,303.5
37273,Quality-checks,8.0,303.5
37273,Quality-checks,2.5,42.5
37273,Non-curation,8.0,303.5
37273,Transformation-of-data,8.0,303.5
37273,Transformation-of-data,4.0,303.5
37273,Non-curation,8.0,303.5
37273,Documentation,2.0,42.5
37273,Quality-checks,4.0,303.5
37273,Documentation,2.0,42.5
37273,Transformation-of-data,8.0,303.5
37273,Non-curation,6.0,303.5
37273,Documentation,1.0,42.5
37273,Quality-checks,2.0,42.5
37274,Non-curation,8.0,36.0
37274,Initial-review-and-planning,5.0,36.0
37274,Quality-checks,1.0,36.0
37274,Initial-review-and-planning,1.0,36.0
37274,Initial-review-and-planning,1.0,36.0
37274,Initial-review-and-planning,,36.0
37274,Transformation-of-data,8.0,36.0
37274,Quality-checks,1.0,36.0
37274,Quality-checks,1.0,36.0
37274,Quality-checks,3.0,36.0
37274,Documentation,5.0,36.0
37274,Initial-review-and-planning,,36.0
37274,Quality-checks,0.5,36.0
37275,Quality-checks,4.0,82.0
37275,Initial-review-and-planning,8.0,82.0
37275,Quality-checks,4.5,82.0
37275,Quality-checks,1.5,82.0
37275,Other,0.5,82.0
37275,Quality-checks,1.0,82.0
37275,Transformation-of-data,8.0,82.0
37275,Quality-checks,2.0,82.0
37275,Quality-checks,8.0,82.0
37275,Quality-checks,2.0,82.0
37275,Initial-review-and-planning,8.0,82.0
37275,Initial-review-and-planning,8.0,82.0
37275,Transformation-of-data,8.0,82.0
37275,Quality-checks,0.5,82.0
37275,Quality-checks,1.0,82.0
37275,Transformation-of-data,8.0,82.0
37275,Initial-review-and-planning,8.0,82.0
37275,Quality-checks,1.0,82.0
37276,Non-curation,8.0,99.0
37276,Communication-for-study,2.0,99.0
37276,Initial-review-and-planning,1.0,99.0
37276,Transformation-of-data,8.0,99.0
37276,Transformation-of-data,3.5,99.0
37276,Non-curation,6.0,99.0
37276,Transformation-of-data,6.5,99.0
37276,Communication-for-study,1.0,99.0
37276,Transformation-of-data,8.0,99.0
37276,Communication-for-study,7.0,99.0
37276,Quality-checks,0.5,99.0
37276,Transformation-of-data,2.0,99.0
37276,Transformation-of-data,8.0,99.0
37276,Transformation-of-data,4.5,99.0
37276,Communication-for-study,8.0,99.0
37276,Quality-checks,3.0,99.0
37276,Documentation,3.5,99.0
37276,Initial-review-and-planning,,99.0
37276,Quality-checks,4.0,99.0
37276,Communication-for-study,8.0,99.0
37276,Quality-checks,1.5,99.0
37276,Quality-checks,1.5,99.0
37276,Quality-checks,0.5,99.0
37276,Quality-checks,2.0,99.0
37278,Transformation-of-data,8.0,340.0
37278,Quality-checks,,340.0
37278,Non-curation,5.5,340.0
37278,Quality-checks,8.0,340.0
37278,Initial-review-and-planning,8.0,340.0
37278,Quality-checks,,340.0
37278,Quality-checks,4.0,340.0
37278,Transformation-of-data,8.0,340.0
37278,Initial-review-and-planning,5.5,340.0
37278,Transformation-of-data,,340.0
37278,Quality-checks,8.0,340.0
37278,Quality-checks,5.0,340.0
37278,Quality-checks,4.0,340.0
37278,Initial-review-and-planning,2.0,340.0
37278,Transformation-of-data,,340.0
37278,Initial-review-and-planning,8.0,340.0
37278,Initial-review-and-planning,,340.0
37278,Quality-checks,0.5,340.0
37278,Communication-for-study,3.0,340.0
37278,Transformation-of-data,7.0,340.0
37278,Non-curation,4.0,340.0
37278,Quality-checks,2.0,340.0
37278,Quality-checks,4.0,340.0
37278,Non-curation,1.0,340.0
37278,Non-curation,8.0,340.0
37278,Non-curation,6.0,340.0
37278,Non-curation,,340.0
37278,Transformation-of-data,6.0,340.0
37278,Initial-review-and-planning,6.0,340.0
37278,Documentation,1.0,340.0
37278,Documentation,8.0,340.0
37278,Initial-review-and-planning,10.0,340.0
37278,Quality-checks,5.0,340.0
37278,Transformation-of-data,4.0,340.0
37278,Non-curation,,340.0
37278,Transformation-of-data,,340.0
37278,Non-curation,,340.0
37278,Communication-for-study,2.0,340.0
37278,Quality-checks,3.0,340.0
37278,Quality-checks,5.0,340.0
37278,Initial-review-and-planning,7.0,340.0
37278,Quality-checks,4.0,340.0
37278,Non-curation,8.0,340.0
37278,Communication-for-study,8.0,340.0
37278,Quality-checks,2.5,340.0
37278,Metadata-study-level,2.0,340.0
37278,Documentation,2.0,340.0
37278,Transformation-of-data,4.0,340.0
37278,Communication-for-study,2.0,340.0
37278,Quality-checks,5.0,340.0
37278,Non-curation,8.0,340.0
37278,Transformation-of-data,6.5,340.0
37278,Initial-review-and-planning,7.5,340.0
37278,Communication-for-study,,340.0
37278,Non-curation,8.0,340.0
37278,Transformation-of-data,,340.0
37278,Documentation,,340.0
37278,Transformation-of-data,8.0,340.0
37278,Transformation-of-data,8.0,340.0
37278,Communication-for-study,,340.0
37278,Transformation-of-data,6.0,340.0
37278,Transformation-of-data,4.0,340.0
37278,Transformation-of-data,8.0,340.0
37278,Communication-for-study,7.0,340.0
37278,Transformation-of-data,7.0,340.0
37279,Communication-for-study,1.0,304.5
37279,Transformation-of-data,4.0,304.5
37279,Quality-checks,9.0,304.5
37279,Non-curation,0.5,304.5
37279,Non-curation,7.0,304.5
37279,Transformation-of-data,8.0,304.5
37279,Transformation-of-data,8.0,304.5
37279,Communication-for-study,3.0,304.5
37279,Other,0.5,304.5
37279,Quality-checks,3.0,304.5
37279,Initial-review-and-planning,,304.5
37279,Documentation,1.0,304.5
37279,Quality-checks,1.0,304.5
37279,Documentation,0.5,304.5
37279,Documentation,8.0,304.5
37279,Quality-checks,0.5,304.5
37279,Initial-review-and-planning,6.0,304.5
37279,Initial-review-and-planning,4.0,304.5
37279,Transformation-of-data,6.0,304.5
37279,Transformation-of-data,8.0,304.5
37279,Documentation,8.0,304.5
37279,Transformation-of-data,2.0,304.5
37279,Transformation-of-data,,304.5
37279,Non-curation,0.5,304.5
37279,Transformation-of-data,,304.5
37279,Quality-checks,8.0,304.5
37279,Transformation-of-data,8.0,304.5
37279,Quality-checks,4.0,304.5
37279,Non-curation,9.0,304.5
37279,Documentation,,304.5
37279,Non-curation,3.0,304.5
37279,Quality-checks,10.0,304.5
37279,Quality-checks,2.0,304.5
37279,Quality-checks,5.0,304.5
37279,Transformation-of-data,,304.5
37279,Communication-for-study,,304.5
37279,Quality-checks,3.5,304.5
37279,Transformation-of-data,,304.5
37279,Transformation-of-data,8.0,304.5
37279,Non-curation,6.5,304.5
37279,Initial-review-and-planning,8.0,304.5
37279,Metadata-study-level,2.0,304.5
37279,Communication-for-study,,304.5
37279,Communication-for-study,1.0,304.5
37279,Quality-checks,2.5,304.5
37279,Communication-for-study,1.5,304.5
37279,Transformation-of-data,3.0,304.5
37279,Initial-review-and-planning,7.5,304.5
37279,Quality-checks,3.5,304.5
37279,Non-curation,7.5,304.5
37279,Transformation-of-data,8.0,304.5
37279,Communication-for-study,1.5,304.5
37279,Quality-checks,3.0,304.5
37279,Initial-review-and-planning,7.0,304.5
37279,Non-curation,1.0,304.5
37279,Transformation-of-data,2.5,304.5
37279,Metadata-study-level,2.0,304.5
37279,Transformation-of-data,4.0,304.5
37279,Transformation-of-data,,304.5
37279,Initial-review-and-planning,5.0,304.5
37279,Transformation-of-data,8.0,304.5
37279,Quality-checks,0.5,304.5
37279,Communication-for-study,3.0,304.5
37279,Transformation-of-data,4.0,304.5
37279,Transformation-of-data,3.0,304.5
37279,Transformation-of-data,6.0,304.5
37279,Transformation-of-data,2.0,304.5
37279,Initial-review-and-planning,3.5,304.5
37279,Quality-checks,2.5,304.5
37281,Quality-checks,3.5,61.5
37281,Quality-checks,3.0,61.5
37281,Non-curation,1.0,61.5
37281,Non-curation,2.0,61.5
37281,Quality-checks,3.0,61.5
37281,Quality-checks,1.5,61.5
37281,Quality-checks,0.5,61.5
37281,Quality-checks,0.5,61.5
37287,Transformation-of-data,6.5,105.5
37287,Transformation-of-data,5.0,105.5
37287,Other,0.5,105.5
37287,Quality-checks,1.0,105.5
37287,Quality-checks,1.5,105.5
37287,Quality-checks,1.5,105.5
37287,Quality-checks,1.0,105.5
37287,Transformation-of-data,8.0,105.5
37287,Metadata-study-level,5.0,105.5
37287,Quality-checks,8.0,105.5
37287,Communication-for-study,0.5,105.5
37287,Metadata-study-level,8.0,105.5
37287,Quality-checks,2.0,105.5
37287,Transformation-of-data,4.0,105.5
37287,Quality-checks,1.0,105.5
37287,Quality-checks,0.5,105.5
37287,Initial-review-and-planning,4.5,105.5
37287,Communication-for-study,5.0,105.5
37287,Transformation-of-data,8.0,105.5
37287,Initial-review-and-planning,4.5,105.5
37287,Quality-checks,3.0,105.5
37287,Quality-checks,6.0,105.5
37287,Initial-review-and-planning,5.0,105.5
37287,Quality-checks,2.5,105.5
37287,Initial-review-and-planning,0.5,105.5
37287,Metadata-study-level,0.5,105.5
37287,Quality-checks,3.0,105.5
37287,Initial-review-and-planning,7.0,105.5
37288,Metadata-study-level,8.0,265.0
37288,Metadata-study-level,8.0,265.0
37288,Quality-checks,2.0,265.0
37288,Quality-checks,1.0,265.0
37288,Transformation-of-data,8.0,265.0
37288,Initial-review-and-planning,8.0,265.0
37288,Quality-checks,2.0,265.0
37288,Quality-checks,6.0,265.0
37288,Metadata-study-level,8.0,265.0
37288,Transformation-of-data,3.5,265.0
37288,Quality-checks,8.0,265.0
